date,location,setlist
2011-05-28,Midland Theatre,"I:: 1Postcard, 2Space Wrangler, 3Radio Child, 4Machine, 5Barstools and Dreamers, 6Can’t Get High, 7Jaded Tourist, 8St. Louis, 9Greta, 10Solid Rock, 1Henry Parsons Died, 2Henry Parsons Died, 3Visiting Day, 4I’m Not Alone, 5Tie Your Shoes, 6Climb To Safety, 7Bowlegged Woman, 1Rebirtha, 2Chunk Of Coal
II:: 1Henry Parsons Died, 2Henry Parsons Died, 3Visiting Day, 4I’m Not Alone, 5Tie Your Shoes, 6Climb To Safety, 7Bowlegged Woman, 1Rebirtha, 2Chunk Of Coal
E:: 1Rebirtha, 2Chunk Of Coal"
2011-05-28,Midland Theatre,"I:: 1Postcard, 2Space Wrangler, 3Radio Child, 4Machine, 5Barstools and Dreamers, 6Can’t Get High, 7Jaded Tourist, 8St. Louis, 9Greta, 10Solid Rock, 1Henry Parsons Died, 2Henry Parsons Died, 3Visiting Day, 4I’m Not Alone, 5Tie Your Shoes, 6Climb To Safety, 7Bowlegged Woman, 1Rebirtha, 2Chunk Of Coal
II:: 1Henry Parsons Died, 2Henry Parsons Died, 3Visiting Day, 4I’m Not Alone, 5Tie Your Shoes, 6Climb To Safety, 7Bowlegged Woman, 1Rebirtha, 2Chunk Of Coal
E:: 1Rebirtha, 2Chunk Of Coal"
2011-07-15,N/A,
2011-05-27,N/A,
N/A,N/A,
N/A,N/A,
2024-06-23T18:00:00-04:00,N/A,
2011-05-27,Riverfest Amphitheatre,"I:: 1Holden Oversoul, 2Pleas, 3Love Tractor, 4Goodpeople, 5Shut Up and Drive, 6Fishwater, 7Blackout Blues, 8Disco, 9Junior, 1From the Cradle, 2Dirty Side Down, 3Diner, 4Ribs and Whiskey, 5Light Is Like Water, 6Chainsaw City, 7Drums, 8Chilly Water, 9Pilgrims, 1Expiration Day, 2Imitation Leather Shoes, 3Action Man
II:: 1From the Cradle, 2Dirty Side Down, 3Diner, 4Ribs and Whiskey, 5Light Is Like Water, 6Chainsaw City, 7Drums, 8Chilly Water, 9Pilgrims, 1Expiration Day, 2Imitation Leather Shoes, 3Action Man
E:: 1Expiration Day, 2Imitation Leather Shoes, 3Action Man"
2011-05-27,Riverfest Amphitheatre,"I:: 1Holden Oversoul, 2Pleas, 3Love Tractor, 4Goodpeople, 5Shut Up and Drive, 6Fishwater, 7Blackout Blues, 8Disco, 9Junior, 1From the Cradle, 2Dirty Side Down, 3Diner, 4Ribs and Whiskey, 5Light Is Like Water, 6Chainsaw City, 7Drums, 8Chilly Water, 9Pilgrims, 1Expiration Day, 2Imitation Leather Shoes, 3Action Man
II:: 1From the Cradle, 2Dirty Side Down, 3Diner, 4Ribs and Whiskey, 5Light Is Like Water, 6Chainsaw City, 7Drums, 8Chilly Water, 9Pilgrims, 1Expiration Day, 2Imitation Leather Shoes, 3Action Man
E:: 1Expiration Day, 2Imitation Leather Shoes, 3Action Man"
2011-05-27,Riverfest Amphitheatre,"I:: 1Holden Oversoul, 2Pleas, 3Love Tractor, 4Goodpeople, 5Shut Up and Drive, 6Fishwater, 7Blackout Blues, 8Disco, 9Junior, 1From the Cradle, 2Dirty Side Down, 3Diner, 4Ribs and Whiskey, 5Light Is Like Water, 6Chainsaw City, 7Drums, 8Chilly Water, 9Pilgrims, 1Expiration Day, 2Imitation Leather Shoes, 3Action Man
II:: 1From the Cradle, 2Dirty Side Down, 3Diner, 4Ribs and Whiskey, 5Light Is Like Water, 6Chainsaw City, 7Drums, 8Chilly Water, 9Pilgrims, 1Expiration Day, 2Imitation Leather Shoes, 3Action Man
E:: 1Expiration Day, 2Imitation Leather Shoes, 3Action Man"
2011-05-20,Hangout Music Festival,"Set:: 1Pigeons, 2Bust it Big, 3Mr. Soul, 4Cotton Was King, 5True To My Nature, 6Ain’t Life Grand, 7Who Do You Belong To?, 8Ride Me High, 9Surprise Valley, 10Drums, 11Surprise Valley, 12Blue Indian, 13Saint Ex, 14You Should Be Glad, 15Fairies Wear Boots, 16Driving Song, 17Blight, 18Driving Song, 19North"
2011-05-20,Hangout Music Festival,"Set:: 1Pigeons, 2Bust it Big, 3Mr. Soul, 4Cotton Was King, 5True To My Nature, 6Ain’t Life Grand, 7Who Do You Belong To?, 8Ride Me High, 9Surprise Valley, 10Drums, 11Surprise Valley, 12Blue Indian, 13Saint Ex, 14You Should Be Glad, 15Fairies Wear Boots, 16Driving Song, 17Blight, 18Driving Song, 19North"
2011-05-20,Hangout Music Festival,"Set:: 1Pigeons, 2Bust it Big, 3Mr. Soul, 4Cotton Was King, 5True To My Nature, 6Ain’t Life Grand, 7Who Do You Belong To?, 8Ride Me High, 9Surprise Valley, 10Drums, 11Surprise Valley, 12Blue Indian, 13Saint Ex, 14You Should Be Glad, 15Fairies Wear Boots, 16Driving Song, 17Blight, 18Driving Song, 19North"
2011-04-16,Oak Mountain Amphitheatre,"I:: 1Chilly Water, 2Impossible, 3Contentment Blues, 4B of D, 5Chilly Water, 6Down On The Farm, 7St. Louis, 8Shut Up and Drive, 1All Time Low, 2Blue Indian, 3That Don’t Make it Junk, 4Goodpeople, 5Ain’t Life Grand, 6New Speedway Boogie, 7Jack, 8Red Hot Mama, 9Tie Your Shoes, 10Red Hot Mama, 11Henry Parsons Died, 1Pilgrims
II:: 1All Time Low, 2Blue Indian, 3That Don’t Make it Junk, 4Goodpeople, 5Ain’t Life Grand, 6New Speedway Boogie, 7Jack, 8Red Hot Mama, 9Tie Your Shoes, 10Red Hot Mama, 11Henry Parsons Died, 1Pilgrims
E:: 1Pilgrims"
2011-04-16,Oak Mountain Amphitheatre,"I:: 1Chilly Water, 2Impossible, 3Contentment Blues, 4B of D, 5Chilly Water, 6Down On The Farm, 7St. Louis, 8Shut Up and Drive, 1All Time Low, 2Blue Indian, 3That Don’t Make it Junk, 4Goodpeople, 5Ain’t Life Grand, 6New Speedway Boogie, 7Jack, 8Red Hot Mama, 9Tie Your Shoes, 10Red Hot Mama, 11Henry Parsons Died, 1Pilgrims
II:: 1All Time Low, 2Blue Indian, 3That Don’t Make it Junk, 4Goodpeople, 5Ain’t Life Grand, 6New Speedway Boogie, 7Jack, 8Red Hot Mama, 9Tie Your Shoes, 10Red Hot Mama, 11Henry Parsons Died, 1Pilgrims
E:: 1Pilgrims"
2011-04-16,Oak Mountain Amphitheatre,"I:: 1Chilly Water, 2Impossible, 3Contentment Blues, 4B of D, 5Chilly Water, 6Down On The Farm, 7St. Louis, 8Shut Up and Drive, 1All Time Low, 2Blue Indian, 3That Don’t Make it Junk, 4Goodpeople, 5Ain’t Life Grand, 6New Speedway Boogie, 7Jack, 8Red Hot Mama, 9Tie Your Shoes, 10Red Hot Mama, 11Henry Parsons Died, 1Pilgrims
II:: 1All Time Low, 2Blue Indian, 3That Don’t Make it Junk, 4Goodpeople, 5Ain’t Life Grand, 6New Speedway Boogie, 7Jack, 8Red Hot Mama, 9Tie Your Shoes, 10Red Hot Mama, 11Henry Parsons Died, 1Pilgrims
E:: 1Pilgrims"
2011-04-15,BJCC Arena,"I:: 1Pigeons, 2North, 3Hatfield, 4Riders On The Storm, 5Bust it Big, 6Walk On The Flood, 7Saint Ex, 8Blackout Blues, 9Feelin’ Alright, 1Little Kin, 2Strange Times, 3Proving Ground, 4Big Wooly Mammoth, 5Drums, 6Mercy, 7Proving Ground, 8Blight, 9Driving Song, 10Disco, 11Driving Song, 12Holden Oversoul, 1Expiration Day, 2Wondering, 3Porch Song
II:: 1Little Kin, 2Strange Times, 3Proving Ground, 4Big Wooly Mammoth, 5Drums, 6Mercy, 7Proving Ground, 8Blight, 9Driving Song, 10Disco, 11Driving Song, 12Holden Oversoul, 1Expiration Day, 2Wondering, 3Porch Song
E:: 1Expiration Day, 2Wondering, 3Porch Song"
2011-04-15,BJCC Arena,"I:: 1Pigeons, 2North, 3Hatfield, 4Riders On The Storm, 5Bust it Big, 6Walk On The Flood, 7Saint Ex, 8Blackout Blues, 9Feelin’ Alright, 1Little Kin, 2Strange Times, 3Proving Ground, 4Big Wooly Mammoth, 5Drums, 6Mercy, 7Proving Ground, 8Blight, 9Driving Song, 10Disco, 11Driving Song, 12Holden Oversoul, 1Expiration Day, 2Wondering, 3Porch Song
II:: 1Little Kin, 2Strange Times, 3Proving Ground, 4Big Wooly Mammoth, 5Drums, 6Mercy, 7Proving Ground, 8Blight, 9Driving Song, 10Disco, 11Driving Song, 12Holden Oversoul, 1Expiration Day, 2Wondering, 3Porch Song
E:: 1Expiration Day, 2Wondering, 3Porch Song"
2011-04-15,BJCC Arena,"I:: 1Pigeons, 2North, 3Hatfield, 4Riders On The Storm, 5Bust it Big, 6Walk On The Flood, 7Saint Ex, 8Blackout Blues, 9Feelin’ Alright, 1Little Kin, 2Strange Times, 3Proving Ground, 4Big Wooly Mammoth, 5Drums, 6Mercy, 7Proving Ground, 8Blight, 9Driving Song, 10Disco, 11Driving Song, 12Holden Oversoul, 1Expiration Day, 2Wondering, 3Porch Song
II:: 1Little Kin, 2Strange Times, 3Proving Ground, 4Big Wooly Mammoth, 5Drums, 6Mercy, 7Proving Ground, 8Blight, 9Driving Song, 10Disco, 11Driving Song, 12Holden Oversoul, 1Expiration Day, 2Wondering, 3Porch Song
E:: 1Expiration Day, 2Wondering, 3Porch Song"
2011-04-14,Wanee Music Festival,"Set:: 1Travelin’ Light, 2Who Do You Belong To?, 3Imitation Leather Shoes, 4Love Tractor, 5Angels on High, 6Party at Your Mama’s House, 7Stop Breakin’ Down Blues, 8Down, 9True To My Nature, 10Chainsaw City, 11Christmas Katie, 12Radio Child, 13Pickin’ Up The Pieces, 14Dyin’ Man, 15Flicker, 16Surprise Valley, 17Drums, 18Surprise Valley, 19Climb To Safety, 1Are You Ready For The Country
E:: 1Are You Ready For The Country"
2011-04-14,Wanee Music Festival,"Set:: 1Travelin’ Light, 2Who Do You Belong To?, 3Imitation Leather Shoes, 4Love Tractor, 5Angels on High, 6Party at Your Mama’s House, 7Stop Breakin’ Down Blues, 8Down, 9True To My Nature, 10Chainsaw City, 11Christmas Katie, 12Radio Child, 13Pickin’ Up The Pieces, 14Dyin’ Man, 15Flicker, 16Surprise Valley, 17Drums, 18Surprise Valley, 19Climb To Safety, 1Are You Ready For The Country
E:: 1Are You Ready For The Country"
2011-04-14,Wanee Music Festival,"Set:: 1Travelin’ Light, 2Who Do You Belong To?, 3Imitation Leather Shoes, 4Love Tractor, 5Angels on High, 6Party at Your Mama’s House, 7Stop Breakin’ Down Blues, 8Down, 9True To My Nature, 10Chainsaw City, 11Christmas Katie, 12Radio Child, 13Pickin’ Up The Pieces, 14Dyin’ Man, 15Flicker, 16Surprise Valley, 17Drums, 18Surprise Valley, 19Climb To Safety, 1Are You Ready For The Country
E:: 1Are You Ready For The Country"
2011-04-12,Township Auditorium,"I:: 1She Caught The Katy, 2Pleas, 3Worry, 4Jaded Tourist, 5Fishwater, 6Tortured Artist, 7Genesis, 8Space Wrangler, 9Henry Parsons Died, 1Junior, 2Greta, 3Sleepy Monkey, 4Goodpeople, 5Bowlegged Woman, 6A of D, 7Diner, 8Dream Song, 9Ain’t Life Grand, 10Papa’s Home, 1Gimme, 2Use Me, 3Action Man
II:: 1Junior, 2Greta, 3Sleepy Monkey, 4Goodpeople, 5Bowlegged Woman, 6A of D, 7Diner, 8Dream Song, 9Ain’t Life Grand, 10Papa’s Home, 1Gimme, 2Use Me, 3Action Man
E:: 1Gimme, 2Use Me, 3Action Man"
